Track,Artist,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Shazam Counts,Explicit Track
if looks could kill,Destroy Lonely,"88,771,696","46,086","4,886,494","3,641","2,217,176","13,785,559","2,668,776","456,300",1
Trampoline,SHAED,"229,366,200","37,923","4,719,100","598,075","72,671,267","815,192,203","6,201,413",,0
Alone (with Nicki Minaj),Kim Petras,"79,045,342","18,284","6,628,769","19,430","9,297,727","105,037,367","711,554,335","994,509",1
Godï¿½ï¿½ï¿½,Stray Kids,"354,643,707","30,447","7,012,694","147,664","141,180,977","703,479,878","34,239,087",,0
Te Vi,Piso 21,"752,708,868","62,653","31,913,503","751,220","59,390,273","427,823,320","131,977,173","2,326,604",0
Boyfriend,Justin Bieber,"538,918,222","73,149","29,404,069","260,418","26,028,741","149,188,520","184,669,606","3,052,967",0
PARANOIA,HEARTSTEEL,"77,600,263","13,012","1,664,856","11,600","11,407,462","80,073,768","76,473,184","74,897",0
Story of My Life,One Direction,"1,275,036,167","143,693","85,520,811","330,028","105,141,667","862,277,477","62,831","9,015,652",0
Black Summer,Red Hot Chili Peppers,"128,264,127","34,856","14,539,064","4,321","1,049,186","20,590,526","97,206,641","1,471,206",0
Let Me Love You,Mario,"971,172,980","146,441","57,655,350","158,366","21,655,145","171,491,357","559,214,970","6,473,758",0
Sofia,Alvaro Soler,"353,525,330","59,509","9,323,605","379,396","17,082,677","151,019,644","191,192,432","6,134,790",0
Ya Lili,Balti,"54,678,867","18,538","1,506,717","898,905","35,556,332","816,621,236","3,865,576","3,070,031",0
Those Eyes,New West,"785,139,012","119,530","33,481,593","114,347","79,425,600","594,352,793","3,600,049","2,332,983",0
Explï¿½ï¿½,Myke Towers,"243,931,915","57,909","7,781,405","38,300","13,056,090","116,038,150","13,620,018","466,416",1
Girl On Fire,Alicia Keys,"646,295,324","96,138","42,759,011","1,767,171","100,602,291","1,264,756,176","233,120,548","5,809,958",0
Like I Want You,Giveon,"382,565,051","85,310","24,209,669","62,502","17,799,186","123,745,488","1,263,721","1,222,113",0
Black Magic,Little Mix,"642,037,328","56,621","20,621,933","130,256","33,193,688","290,754,721","633,436,955","2,332,701",0
Budapest,George Ezra,"1,142,061,871","140,545","43,438,732","13,128","5,175,533","42,711,557","16,631,579","12,360,774",0
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,"162,240,700","16,013","5,249,592","6,895,858","72,549,539","1,426,765,550","150,952","829,090",0
ERE,juan karlos,"117,290,821","8,229","6,844,366","220,671","17,870,184","201,566,991","46,522,818","20,508",1
Alcohol-Free,TWICE,"224,295,163","24,906","7,188,926","154,492","122,614,400","811,061,720","162,479,822","339,808",0
Bad boy,Marwa Loud,"228,588,822","55,077","5,070,531","2,331,929","348,414,974","3,551,204,518","231,380","4,386,468",0
Voices In My Head,Falling In Reverse,"122,568,479","33,824","2,017,666","20,900","2,568,996","33,939,631","15,820,345","365,803",1
Algo Mï¿½ï¿½,Rauw Alejandro,"304,134,537","57,388","9,038,307","327,887","43,897,868","279,992,648","4,682,360","872,301",0
Quicksand,Morray,"92,536,126","39,798","3,748,995","17,868","11,967,754","101,473,422","22,027,642","1,464,482",1
Singapur,El Alfa,"200,520,284","32,859","6,302,679","619,224","144,110,176","1,255,331,962","9,497,811","576,685",0
Just Dance,Lady Gaga,"1,062,571,821","183,102","83,157,868","135,610","86,779,845","623,454,990","175,213,622","7,126,620",0
Tom's Diner,AnnenMayKantereit,"296,543,065","117,924","14,177,874","256,438","262,367,607","2,473,547,695","6,435,978","3,560,853",0
Marvins Room,Drake,"597,923,434","102,247","25,718,396","27,417","22,548,238","138,482,890","10,451,007",,1
The Motto,Drake,"549,699,659","89,323","25,996,675","2,177","1,966,065","13,825,915","11,000,116",,1
Hot (feat. Gunna),Young Thug,"387,820,994","84,975","16,825,587","108,794","43,178,104","366,572,254","30,753,691","2,389,263",1
moment,Vierre Cloud,"383,570,519","111,710","19,093,657","96,178","50,379,871","332,001,686","67,641","914,081",0
Heaven Takes You Home,Swedish House Mafia,"248,202,976","55,197","31,793,054","11,712","2,134,589","36,131,031","1,752,736,829",,0
"Tested, Approved & Trusted",Burna Boy,"42,115,225","15,081","3,685,016",171,"694,348","12,150,553","100,107,628","972,640",1
GALOPA,PEDRO SAMPAIO,"210,287,302","26,385","7,610,967","352,725","79,097,830","1,043,956,869","20,077,955","302,042",0
Reckless,Madison Beer,"504,851,489","57,183","22,431,648","175,947","95,616,150","763,454,337","820,387,064","845,428",0
BEST ON EARTH (feat. BIA) - Bonus,Russ,"236,121,136","50,891","7,553,724","40,154","5,254,332","44,773,047","1,075,576","2,596,463",1
Drunk (And I Don't Wanna Go Home),Elle King,"198,817,832","29,696","13,496,258","28,163","5,259,924","88,185,708","240,248,194","1,594,014",0
Cuando Nadie Ve,Morat,"621,596,476","41,914","21,124,626","127,773","13,275,748","84,607,917","210,012,869","1,406,798",0
Freak (feat. REI AMI),Sub Urban,"193,103,080","47,712","8,225,689","1,349,437","175,447,722","1,526,797,371","15,573,122","1,359,388",0
Sugar Rush Ride,TOMORROW X TOGETHER,"178,523,233","14,560","6,470,472","144,009","133,503,343","697,618,053","53,703,779","370,282",0
Sakhiyaan,Maninder Buttar,"177,496,669","14,789","2,384,549","1,109,656","28,941,338","339,486,868","31,425,935","433,239",0
Without You (feat. Sandro Cavazza),Avicii,"1,074,175,360","135,290","29,277,394","180,391","19,770,288","229,614,343","24,725,817","5,939,460",1
Aynen,Heijan,"66,701,855","12,381","2,302,824","59,853","1,885,010","52,142,540","289,637,676","241,463",0
IDGAF,Dua Lipa,"1,583,012,380","108,894","36,019,109","737,796","18,251,968","135,618,240","21,900","6,705,604",1
Maniac,Conan Gray,"845,222,205","109,624","33,327,204","196,948","49,175,319","316,355,255","21,240,769","1,531,126",0
Love Me Harder,Ariana Grande,"917,284,463","80,957","31,639,571","18,522","2,323,429","18,428,812","504,598,711","5,880,498",0
Si Supieras,Daddy Yankee,"306,404,848","33,666","10,575,144","410,825","4,557,282","56,631,793","131,730,572","1,301,119",0
Love Someone,Lukas Graham,"753,200,066","76,430","26,556,274","260,432","16,265,262","192,443,386","7,782,057",,0
Heart On Ice,Rod Wave,"320,136,804","70,340","8,592,699","274,439","65,635,809","415,394,142","38,241,072","1,552,968",1
POP/STARS,K/DA,"352,999,804","49,066","6,820,467","2,636","3,122,902","22,307,459","105,803,850","768,827",0
Ring (feat. Kehlani),Cardi B,"242,105,356","25,649","5,257,047","129,582","5,433,488","38,979,215","25,155,712","1,550,411",1
Potion (with Dua Lipa & Young Thug),Calvin Harris,"221,965,013","38,872","27,661,038",569,"256,156","4,096,148","3,165,598,002","1,046,181",1
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,"1,431,126,152","247,483","44,736,824","201,008","24,881,938","222,945,510","157,062,927","142,030",1
NEW MAGIC WAND,"Tyler, The Creator","617,991,511","145,653","18,875,661","98,442","100,573,264","661,984,472","6,476","1,512,216",1
River (feat. Ed Sheeran),Eminem,"830,410,811","95,470","18,564,708","91,490","5,687,706","33,671,145","1,257,293","4,748,281",1
Churchill Downs (feat. Drake),Jack Harlow,"153,857,576","59,992","11,239,045","11,005","8,710,165","72,804,876","433,000,162","577,230",1
Wide Awake,Katy Perry,"447,997,798","47,976","35,749,050","53,680","9,846,261","63,097,743","248,321,862","4,506,047",0
Lush Life,Zara Larsson,"1,429,205,245","151,855","83,732,411","1,213,204","40,191,496","323,351,717","4,243","9,877,808",0
Wildberry Lillet,Nina Chuba,"161,145,820","46,697","7,654,058","121,215","34,317,249","409,238,375","125,368,581","647,249",0
Amapiano,Asake,"68,990,989","21,556","4,941,800","309,111","16,832,048","240,070,262","32,844,745","721,377",1
Hola Seï¿½ï¿½o,GIMS,"208,249,257","42,423","5,969,962","146,449","5,679,661","111,981,041","254,002,569","3,459,196",0
Dream Girl - Remix,Ir Sais,"289,196,126","56,563","16,313,578","506,354","90,776,240","758,684,528","9,314,119","1,102,746",1
Me Enamorï¿,Shakira,"388,986,035","32,035","11,367,243","159,489","11,668,787","138,694,370","244,223,847","3,095,680",0
Geri Dï¿½ï¿½nem,Semicenk,"111,150,894","11,465","6,557,932","39,900","852,150","31,451,449","7,986,595","208,321",0
on the street (with J. Cole),j-hope,"183,683,364","21,804","15,669,021","259,000","146,676,533","803,916,984","124,507,195","317,811",1
Bad and Boujee (feat. Lil Uzi Vert),Migos,"936,450,891","1,317","319,309",146,"13,465","223,131","173,565,611","521,405",0
What Ifs (feat. Lauren Alaina),Kane Brown,"516,523,975","45,773","14,539,681","82,745","1,643,842","10,506,569","471,650,737","1,925,032",0
SET ME FREE,TWICE,"117,186,345","11,752","4,854,730","133,155","89,151,707","580,855,649","84,559,361","191,507",0
Say Something,A Great Big World,"1,064,534,331","116,991","57,390,894","79,873","38,617,874","339,277,915","2,455,495","12,937,536",0
You Belong With Me,Taylor Swift,"643,828,366","87,942","27,210,610","165,346","72,201,064","428,418,832","1,485,964,733","3,063,470",0
"Sex, Drugs, Etc.",Beach Weather,"818,926,915","160,628","48,988,304","124,365","62,671,433","478,999,463","145,296","3,388,780",0
Tchuco Nela,MC Rogerinho,"154,127,881","14,889","8,354,745","585,700","74,359,518","1,245,591,509","499,045,923","136,448",1
Californication,Red Hot Chili Peppers,"1,405,353,677","276,377","115,315,508","52,722","16,291,854","226,008,149","595,631,730",,0
La Mordidita,Ricky Martin,"301,574,752","35,991","11,957,152","260,012","30,274,438","236,524,309","153,887,121","3,635,979",0
Playing Games,Summer Walker,"177,369,022","26,786","5,711,358","76,025","12,315,439","75,387,907","85,920,589","1,548,061",1
Often,The Weeknd,"982,399,328","142,822","40,628,124","60,212","29,558,322","191,313,816","156,782,991","2,317,956",1
Better Things,aespa,"72,446,983","7,731","5,625,254","29,345","39,545,448","325,517,526","7,512,353","106,424",0
Swag Se Swagat,Neha Bhasin,"22,317,486","4,244","2,598,110","249,200","2,535,364","48,439,256","24,970,879","389,397",0
Inolvidable,Ovy On The Drums,"256,133,319","38,487","8,731,809","357,700","35,450,027","341,404,786","9,984","1,247,248",0
Zombie,Bad Wolves,"391,235,723","77,293","8,225,027","104,019","14,567,512","193,481,131","2,330","5,361,011",0
NI BIEN NI MAL,Bad Bunny,"461,199,840","57,617","14,966,162","789,376","16,239,631","170,750,243","23,716,081","889,933",1
My Heart Goes (La Di Da),Becky Hill,"300,361,628","57,447","23,619,962","3,082","633,965","11,785,929","18,021,243","1,988,562",0
Candy Shop,50 Cent,"954,807,024","219,091","69,258,950","313,458","56,619,292","950,938,614","379,363,177","6,300,407",1
ONLY,LeeHi,"335,212,411","50,340","7,777,287","411,400","224,149,612","1,513,137,827","5,539,129","959,210",0
Avalon,$uicideboy$,"204,669,341","54,797","3,940,409","17,568","4,312,773","49,284,460","65,798,617","288,456",1
Esperï¿½ï¿½n,Manuel Turizo,"333,106,545","25,970","7,253,202","81,315","3,138,449","37,754,097","200,120,108","1,055,124",0
DANCE CRIP,Trueno,"265,253,887","50,642","5,259,227","123,504","81,240,604","704,505,804","48,162,048",,1
En Tu Perra Vida,Grupo Firme,"265,126,606","24,857","13,763,202","35,300","7,194,400","92,652,072","18,970,945","801,181",1
Malibu,Miley Cyrus,"810,044,838","87,422","33,951,824","258,494","158,069,295","1,190,522,330","78,787,707","3,225,942",0
Baby Shark,Super Simple Songs,"53,980,875","4,005","631,145",490,"10,111","386,999","48,369,630","21,831",0
BARBIEZ,Fuerza Regida,"90,149,537","6,289","7,279,462","17,800","3,515,375","38,602,611","82,109,940","333,572",1
Coladin,Zï¿½ï¿½ Vaqu,"68,110,254","5,563","9,739,787","293,100","10,599,831","175,981,880","203,704,889","71,663",0
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,"84,890,640","8,746","5,016,334","30,600","496,273","7,092,486","138,637,329","141,007",0
Joli bï¿½ï¿,Naza,"131,677,140","35,653","2,205,297","1,502,712","37,799,046","559,416,339","7,459,129","1,009,225",1
Time of Our Lives,Pitbull,"1,283,683,926","203,125","103,528,914","382,535","88,186,338","590,688,494","150,511,593","8,020,959",1
Blood // Water,grandson,"658,966,178","132,079","18,302,636","810,429","139,586,105","1,291,420,904","12,908,888",,0
Famous Hoes,NLE Choppa,"126,680,278","37,176","2,555,897","23,040","1,288,203","10,857,910","617,599","225,260",1
AMOR PROPIO,Grupo Frontera,"59,582,290","3,988","5,490,306","58,300","9,130,133","102,839,961","253,986,639","181,211",0
This Town,Niall Horan,"957,810,500","107,486","73,687,531","309,815","26,476,462","159,860,013","14,483,762","5,142,901",0
Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,"181,659,395","24,137","10,925,511","7,766","5,336,041","87,012,707","2,764,048,939","1,366,573",0
Lil Bit,Nelly,"250,828,412","40,989","10,401,884","107,173","16,852,819","158,825,909","197,197","1,557,518",1
Rainy Days,V,"253,540,909","10,383","13,943,814",866,"1,173,702","5,236,353","119,265,847","258,925",0
Disaster,KSLV Noh,"258,379,092","72,424","23,939,335","789,667","165,449,639","1,863,921,422","28,228","1,139,004",0
Feelings,Sumit Goswami,"42,067,554","4,380","426,039","78,400","666,432","7,829,359","156,384,597","125,809",0
Trouble With A Heartbreak,Jason Aldean,"54,488,988","10,962","1,379,201","12,866","1,632,207","14,048,502","230,979,355",,0
Memories (feat. Kid Cudi),Kid Cudi,"923,932,404","261,469","53,941,189","818,905","254,252,068","1,972,131,587","146,327,127","8,619,668",0
Die A Happy Man,Thomas Rhett,"622,198,235","53,548","22,066,757","10,615","2,053,389","18,928,214","349,194,533","2,864,850",0
Dah Dah DahDah,Nardo Wick,"142,262,820","53,038","20,272,136","134,014","53,648,356","365,465,494","323,596",,1
Sï¿½ï¿½,Anuel AA,"200,764,254","45,002","9,737,159","21,898","1,749,382","28,799,405","206,809,601","447,896",1
Bachke Bachke (feat. Yarah),Karan Aujla,"53,303,131","6,899","2,394,704","47,600","1,633,000","24,708,801","13,938,421","88,579",0
Fed Up,Ghostemane,"219,841,054","71,843","10,101,641","942,400","98,450,996","1,206,875,855","19,927,196","1,998,537",1
Slide,H.E.R.,"224,529,894","50,674","7,520,303","37,352","15,530,760","112,923,227","61,743,322","2,404,340",1
Be The One,Eli Brown,"75,309,953","34,283","39,325,226","4,789","2,241,743","22,133,936","61,165","330,883",0
This City,Sam Fischer,"633,467,655","74,321","32,015,799","1,414,817","162,027,612","1,120,361,528","5,356","1,565,404",0
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,"131,981,248","15,020","12,049,822","27,489","2,506,579","33,156,781","3,350,968","99,846",1
Last Time I Saw You,Nicki Minaj,"66,513,420","12,490","4,973,699","31,322","8,225,518","87,668,727","39,600,226","356,162",0
Did Me Wrong,A Boogie Wit da Hoodie,"32,916,107","13,096","12,843,743",30,"1,709","20,835","174,648,683","370,210",1
ıııııııııııııııııııııııııııııııııııııııııııııııııııııııııııı (Fade),Jeff Satur,"41,494,349","6,516","1,169,599","73,081","14,349,551","102,354,732","31,309,561","76,255",0
Get Back,Pop Smoke,"355,137,565","123,588","10,315,713","684,467","61,667,693","637,177,334","15,755","1,086,060",1
Panic Room,Au/Ra,"256,361,762","54,160","11,403,808","613,379","49,207,504","298,147,047","78,649","747,708",0
Baila Conmigo (feat. Kelly Ruiz),Dayvi,"417,257,612","76,682","17,689,258","254,653","14,054,827","219,625,896","11,788,182","5,980,614",0
Noticed,Lil Mosey,"727,014,998","114,135","13,562,882","9,928","2,804,253","25,640,147","49,905,291","1,122,407",1
Shoota (feat. Lil Uzi Vert),Playboi Carti,"686,323,132","165,691","25,912,755","148,928","59,068,777","343,926,725","9,688,256","964,881",1
The Greatest,Sia,"669,427,500","66,668","19,682,111","1,407,988","56,322,493","363,488,557","149,246,216",,0
Ignite,Alan Walker,"339,954,855","61,901","8,272,313","411,372","16,903,913","215,231,253","199,672,186","2,570,303",0
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,"172,558,590","71,478","11,466,134","10,524","8,222,888","80,999,687","185,526,045","851,112",1
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,"1,880,312",408,"22,223","525,671","5,937,642","168,468,483","2,119,803","10,918",0
Vette Motors,YoungBoy Never Broke Again,"80,585,683","16,202","12,738,423","20,100","5,242,187","42,977,111","332,784,168",,1
Only Fine Girl,Spyro,"2,490,826",513,"66,602","851,300","5,350,656","69,943,676","8,865,887","224,804",0
Good as Hell,Lizzo,"627,625,151","76,581","23,235,611","467,531","128,360,660","1,187,485,509","283,433,005","5,017,737",0
Adictiva,Daddy Yankee,"428,271,245","50,261","14,055,347","352,314","5,880,730","67,856,339","175,065,357","1,097,094",0
Kitsch,IVE,"146,489,854","12,540","4,019,167","48,800","32,671,194","293,588,190","565,791,380","227,734",0
Rewrite The Stars,Zac Efron,"989,608,207","89,520","20,163,755","165,697","21,476,849","205,446,459","1,767,096","1,889,560",0
Hype Boy,NewJeans,"541,018,402","37,204","14,531,541","198,468","138,278,860","1,096,877,338","54,215,732","474,609",0
GUCCI LOS PAï¿½ï,KAROL G,"121,721,506","8,049","3,681,766","75,400","5,280,019","78,468,779","7,517,627","426,324",1
Legends Never Die,League of Legends,"595,564,275","93,643","10,186,393","242,500","29,092,577","304,569,731","82,405,791","1,393,802",0
BLEED,The Kid LAROI,"66,555,473","16,789","14,682,417",933,"1,300,069","14,476,475","140,713,887","127,972",0
Desde Esa Noche,Thalia,"322,003,779","25,025","10,799,784","57,489","13,009,263","77,792,182","205,043,361","1,636,139",0
SOS (feat. Aloe Blacc),Avicii,"763,658,190","99,429","20,117,915","179,239","19,576,729","258,338,520","327,849,531","4,054,017",0
